"ppltrst","lrscale","gender","age","married","urban","native","edulevel","paidwork","cntry"
NA,6,0,61,1,1,1,"Lang videreg?ende",1,"FI"
NA,9,1,28,0,0,1,"Kort/Mellemlang videreg?ende",1,"FI"
NA,2,0,56,0,0,1,"Erhvervsuddannelse",1,"FI"
NA,9,1,79,0,0,1,"Kort/Mellemlang videreg?ende",0,"FI"
NA,6,0,69,0,0,1,"Gymnasium",0,"FI"
NA,1,1,75,0,0,1,"Grundskole",0,"FI"
NA,3,1,59,1,0,1,"Lang videreg?ende",1,"FI"
NA,10,0,71,1,0,1,"Kort/Mellemlang videreg?ende",0,"FI"
NA,4,0,52,0,1,1,"Lang videreg?ende",1,"FI"
NA,6,1,65,0,0,1,"Grundskole",0,"FI"
NA,9,1,59,1,0,1,"Gymnasium",1,"FI"
NA,5,0,52,1,0,1,"Erhvervsuddannelse",1,"FI"
NA,7,1,77,1,1,1,"Lang videreg?ende",0,"FI"
NA,6,0,51,1,0,1,"Kort/Mellemlang videreg?ende",1,"FI"
NA,5,0,32,0,1,1,"Kort/Mellemlang videreg?ende",1,"FI"
NA,0,0,61,1,1,1,"Erhvervsuddannelse",0,"FI"
NA,7,1,54,0,0,1,"Erhvervsuddannelse",1,"FI"
NA,4,1,40,1,1,1,"Kort/Mellemlang videreg?ende",1,"FI"
7,8,1,49,1,0,1,"Lang videreg?ende",1,"FI"
NA,8,1,77,1,0,1,"Erhvervsuddannelse",0,"FI"
NA,5,1,54,0,1,1,"Erhvervsuddannelse",1,"FI"
NA,8,1,81,1,1,1,"Kort/Mellemlang videreg?ende",0,"FI"
NA,7,0,83,1,0,1,"Lang videreg?ende",0,"FI"
NA,6,0,21,1,0,1,"Erhvervsuddannelse",1,"FI"
NA,5,1,87,1,0,1,"Erhvervsuddannelse",0,"FI"
NA,9,0,82,1,0,1,"Erhvervsuddannelse",0,"FI"
NA,7,1,47,1,1,1,"Kort/Mellemlang videreg?ende",1,"FI"
NA,5,0,62,1,1,1,"Lang videreg?ende",1,"FI"
NA,8,0,41,1,0,1,"Erhvervsuddannelse",1,"FI"
NA,4,0,45,1,1,1,"Lang videreg?ende",1,"FI"
NA,5,1,17,0,0,1,"Gymnasium",0,"FI"
NA,4,0,50,0,1,1,"Gymnasium",1,"FI"
NA,10,0,73,0,0,1,"Erhvervsuddannelse",1,"FI"
NA,10,1,70,0,0,1,"Kort/Mellemlang videreg?ende",0,"FI"
NA,7,0,71,1,0,1,"Erhvervsuddannelse",1,"FI"
NA,5,1,53,0,1,1,"Lang videreg?ende",0,"FI"
NA,7,0,35,1,1,1,"Kort/Mellemlang videreg?ende",1,"FI"
NA,4,1,37,1,1,1,"Erhvervsuddannelse",0,"FI"
NA,8,0,20,0,0,1,"Erhvervsuddannelse",0,"FI"
NA,7,1,50,0,0,1,"Erhvervsuddannelse",0,"FI"
NA,4,1,18,0,0,1,"Gymnasium",0,"FI"
NA,1,1,59,1,1,1,"Gymnasium",0,"FI"
NA,7,0,42,1,1,1,"Lang videreg?ende",1,"FI"
NA,2,1,58,0,0,1,"Erhvervsuddannelse",0,"FI"
6,6,0,20,0,0,1,"Erhvervsuddannelse",1,"FI"
NA,8,0,43,0,1,1,"Kort/Mellemlang videreg?ende",1,"FI"
NA,7,0,35,0,1,1,"Kort/Mellemlang videreg?ende",1,"FI"
NA,3,0,18,0,1,1,"Gymnasium",0,"FI"
NA,9,1,68,1,0,1,"Erhvervsuddannelse",0,"FI"
5,7,0,53,1,1,1,"Gymnasium",0,"FI"
NA,7,1,69,1,0,1,"Lang videreg?ende",1,"FI"
7,5,0,61,0,0,1,"Erhvervsuddannelse",1,"FI"
NA,7,1,66,0,0,1,"Kort/Mellemlang videreg?ende",0,"FI"
7,3,0,53,0,1,1,"Lang videreg?ende",1,"FI"
NA,4,1,55,1,1,1,"Kort/Mellemlang videreg?ende",1,"FI"
7,NA,0,50,1,1,0,"Erhvervsuddannelse",1,"FI"
8,4,0,21,0,0,1,"Erhvervsuddannelse",0,"FI"
NA,5,0,79,0,1,1,"Erhvervsuddannelse",0,"FI"
NA,0,1,28,0,1,1,"Erhvervsuddannelse",1,"FI"
NA,7,0,76,1,0,1,"Grundskole",0,"FI"
NA,5,1,30,0,1,1,"Lang videreg?ende",1,"FI"
NA,5,0,30,0,1,1,"Erhvervsuddannelse",0,"FI"
NA,4,1,47,0,0,1,"Gymnasium",1,"FI"
NA,6,0,56,0,1,1,"Kort/Mellemlang videreg?ende",1,"FI"
NA,7,1,26,0,1,1,"Kort/Mellemlang videreg?ende",0,"FI"
NA,5,0,46,1,0,1,"Lang videreg?ende",1,"FI"
NA,7,0,51,0,0,1,"Kort/Mellemlang videreg?ende",1,"FI"
NA,5,0,34,0,1,1,"Lang videreg?ende",0,"FI"
NA,4,0,48,1,0,1,"Kort/Mellemlang videreg?ende",1,"FI"
NA,6,0,65,1,0,1,"Grundskole",0,"FI"
NA,7,1,61,1,0,1,"Lang videreg?ende",1,"FI"
NA,8,0,62,1,0,1,"Kort/Mellemlang videreg?ende",0,"FI"
NA,9,0,50,1,0,1,"Lang videreg?ende",1,"FI"
7,NA,1,35,1,0,1,"Erhvervsuddannelse",1,"FI"
9,1,0,41,1,0,1,"Kort/Mellemlang videreg?ende",1,"FI"
NA,3,1,78,1,0,1,"Lang videreg?ende",0,"FI"
NA,5,1,51,1,0,1,"Erhvervsuddannelse",0,"FI"
NA,4,0,42,1,0,1,"Lang videreg?ende",1,"FI"
NA,5,0,63,0,1,1,"Erhvervsuddannelse",0,"FI"
NA,5,0,50,0,0,1,"Kort/Mellemlang videreg?ende",1,"FI"
6,5,1,18,0,0,1,"Erhvervsuddannelse",1,"FI"
NA,2,0,38,0,0,1,"Lang videreg?ende",1,"FI"
NA,1,1,48,1,0,1,"Lang videreg?ende",1,"FI"
NA,1,0,51,0,1,1,"Gymnasium",1,"FI"
NA,10,1,74,1,0,1,"Kort/Mellemlang videreg?ende",0,"FI"
NA,9,1,36,0,0,1,"Erhvervsuddannelse",1,"FI"
7,2,0,50,0,0,1,"Erhvervsuddannelse",0,"FI"
NA,3,0,57,0,1,1,"Kort/Mellemlang videreg?ende",0,"FI"
NA,5,1,42,0,1,1,"Kort/Mellemlang videreg?ende",1,"FI"
NA,4,0,66,1,0,1,"Erhvervsuddannelse",0,"FI"
NA,5,1,58,1,0,1,"Erhvervsuddannelse",1,"FI"
NA,NA,0,17,0,0,1,"Gymnasium",0,"FI"
NA,7,1,32,0,0,1,"Gymnasium",1,"FI"
NA,7,1,63,1,0,1,"Grundskole",1,"FI"
NA,5,0,54,1,1,0,"Lang videreg?ende",1,"FI"
NA,2,1,62,1,1,1,"Erhvervsuddannelse",0,"FI"
NA,4,0,81,0,1,1,"Erhvervsuddannelse",0,"FI"
NA,8,0,63,1,1,1,"Lang videreg?ende",1,"FI"
NA,4,1,68,1,1,1,"Erhvervsuddannelse",0,"FI"
7,3,0,55,0,0,1,"Kort/Mellemlang videreg?ende",1,"FI"
NA,7,0,17,0,0,1,"Gymnasium",0,"FI"
NA,8,1,61,1,0,1,"Kort/Mellemlang videreg?ende",1,"FI"
NA,8,1,68,1,1,1,"Kort/Mellemlang videreg?ende",1,"FI"
NA,7,0,21,0,0,1,"Erhvervsuddannelse",0,"FI"
NA,7,1,50,1,0,1,"Kort/Mellemlang videreg?ende",1,"FI"
NA,5,1,27,1,1,1,"Erhvervsuddannelse",1,"FI"
NA,10,0,84,1,0,1,"Grundskole",0,"FI"
NA,5,0,83,0,0,1,"Grundskole",0,"FI"
NA,3,1,71,0,1,1,"Lang videreg?ende",0,"FI"
NA,7,1,47,0,0,1,"Erhvervsuddannelse",1,"FI"
NA,5,0,31,0,0,1,"Kort/Mellemlang videreg?ende",1,"FI"
10,7,1,73,1,1,1,"Erhvervsuddannelse",0,"FI"
NA,NA,0,17,0,0,1,"Grundskole",0,"FI"
NA,1,0,55,0,0,1,"Kort/Mellemlang videreg?ende",1,"FI"
NA,6,1,37,1,0,1,"Gymnasium",1,"FI"
NA,8,1,66,0,0,1,"Grundskole",0,"FI"
6,2,1,35,0,0,1,"Lang videreg?ende",1,"FI"
NA,7,0,44,1,1,1,"Lang videreg?ende",1,"FI"
NA,5,0,70,1,0,1,"Grundskole",0,"FI"
NA,4,0,27,0,1,1,"Erhvervsuddannelse",1,"FI"
NA,7,0,46,1,0,1,"Erhvervsuddannelse",1,"FI"
NA,8,0,65,1,1,1,"Kort/Mellemlang videreg?ende",0,"FI"
NA,3,0,59,0,1,1,"Lang videreg?ende",1,"FI"
NA,4,1,16,0,0,1,"Gymnasium",0,"FI"
NA,4,0,58,0,0,1,"Kort/Mellemlang videreg?ende",1,"FI"
NA,5,1,19,0,0,1,"Erhvervsuddannelse",0,"FI"
NA,5,1,34,0,0,1,"Erhvervsuddannelse",1,"FI"
NA,0,0,67,0,0,1,"Erhvervsuddannelse",1,"FI"
NA,4,1,16,0,1,1,"Grundskole",0,"FI"
NA,5,0,71,0,0,1,"Kort/Mellemlang videreg?ende",0,"FI"
NA,6,0,82,0,0,1,"Gymnasium",0,"FI"
NA,2,0,20,0,0,1,"Erhvervsuddannelse",1,"FI"
NA,5,1,56,1,0,1,"Grundskole",1,"FI"
NA,5,1,35,1,0,1,"Kort/Mellemlang videreg?ende",1,"FI"
NA,5,0,47,1,0,1,"Lang videreg?ende",1,"FI"
NA,5,0,25,0,0,1,"Erhvervsuddannelse",1,"FI"
NA,3,0,62,1,0,1,"Kort/Mellemlang videreg?ende",1,"FI"
NA,5,0,73,0,0,1,"Erhvervsuddannelse",0,"FI"
NA,0,1,70,1,0,1,"Kort/Mellemlang videreg?ende",0,"FI"
NA,7,1,64,1,0,1,"Kort/Mellemlang videreg?ende",0,"FI"
NA,9,0,58,0,1,1,"Kort/Mellemlang videreg?ende",0,"FI"
7,4,0,17,0,0,1,"Grundskole",0,"FI"
NA,3,1,65,0,0,1,"Erhvervsuddannelse",0,"FI"
NA,5,1,24,0,0,1,"Kort/Mellemlang videreg?ende",1,"FI"
NA,8,1,32,0,1,1,"Lang videreg?ende",1,"FI"
NA,5,0,65,0,0,1,"Kort/Mellemlang videreg?ende",0,"FI"
NA,7,0,43,1,0,0,"Kort/Mellemlang videreg?ende",1,"FI"
NA,6,1,63,0,0,1,"Lang videreg?ende",0,"FI"
NA,4,0,37,0,1,1,"Kort/Mellemlang videreg?ende",0,"FI"
NA,7,1,72,1,1,1,"Kort/Mellemlang videreg?ende",0,"FI"
NA,8,1,49,0,1,1,"Kort/Mellemlang videreg?ende",1,"FI"
NA,5,0,47,1,0,0,"Erhvervsuddannelse",1,"FI"
NA,4,1,57,0,0,1,"Grundskole",1,"FI"
NA,5,0,34,0,1,1,"Erhvervsuddannelse",1,"FI"
NA,6,0,60,0,0,1,"Kort/Mellemlang videreg?ende",0,"FI"
NA,1,0,57,1,1,1,"Erhvervsuddannelse",1,"FI"
NA,3,1,21,0,0,1,"Erhvervsuddannelse",0,"FI"
NA,7,0,37,1,0,1,"Erhvervsuddannelse",0,"FI"
NA,7,1,33,0,0,1,"Erhvervsuddannelse",1,"FI"
NA,8,1,67,1,0,1,"Kort/Mellemlang videreg?ende",0,"FI"
NA,5,1,33,1,0,1,"Lang videreg?ende",1,"FI"
NA,9,0,48,0,1,1,"Kort/Mellemlang videreg?ende",1,"FI"
NA,8,1,65,1,1,1,"Gymnasium",1,"FI"
NA,6,0,64,0,1,1,"Lang videreg?ende",0,"FI"
NA,8,1,34,1,0,1,"Kort/Mellemlang videreg?ende",1,"FI"
1,5,1,81,0,0,1,"Grundskole",0,"FI"
NA,3,0,65,1,1,1,"Kort/Mellemlang videreg?ende",0,"FI"
NA,6,1,34,0,0,1,"Kort/Mellemlang videreg?ende",1,"FI"
8,7,1,70,1,1,1,"Gymnasium",0,"FI"
NA,7,1,72,1,0,1,"Erhvervsuddannelse",0,"FI"
NA,3,1,82,1,0,1,"Erhvervsuddannelse",0,"FI"
NA,7,1,59,1,1,1,"Kort/Mellemlang videreg?ende",1,"FI"
6,3,0,52,1,0,1,"Kort/Mellemlang videreg?ende",1,"FI"
NA,3,0,40,0,1,1,"Kort/Mellemlang videreg?ende",1,"FI"
7,NA,1,16,0,0,1,"Grundskole",0,"FI"
NA,4,1,26,0,1,1,"Erhvervsuddannelse",1,"FI"
NA,2,0,70,1,0,1,"Erhvervsuddannelse",0,"FI"
NA,0,0,72,0,0,1,"Grundskole",0,"FI"
NA,5,0,18,0,0,1,"Gymnasium",0,"FI"
NA,7,0,54,1,1,1,"Lang videreg?ende",1,"FI"
NA,5,1,49,1,0,1,"Erhvervsuddannelse",1,"FI"
NA,5,0,23,0,0,1,"Erhvervsuddannelse",1,"FI"
8,5,0,48,1,1,1,"Lang videreg?ende",1,"FI"
5,8,0,36,1,0,1,"Lang videreg?ende",1,"FI"
NA,4,0,22,0,1,1,"Erhvervsuddannelse",0,"FI"
NA,8,1,48,0,1,1,"Kort/Mellemlang videreg?ende",1,"FI"
NA,4,1,62,1,0,1,"Erhvervsuddannelse",1,"FI"
NA,9,1,80,1,1,1,"Lang videreg?ende",0,"FI"
3,5,1,42,1,0,1,"Erhvervsuddannelse",1,"FI"
NA,6,1,21,0,1,1,"Erhvervsuddannelse",0,"FI"
NA,3,0,56,1,1,1,"Lang videreg?ende",1,"FI"
NA,8,1,21,0,1,1,"Erhvervsuddannelse",0,"FI"
NA,9,1,82,1,1,0,"Erhvervsuddannelse",0,"FI"
NA,3,1,64,0,1,1,"Kort/Mellemlang videreg?ende",0,"FI"
NA,5,1,40,1,0,1,"Erhvervsuddannelse",1,"FI"
NA,5,1,79,1,0,1,"Grundskole",0,"FI"
NA,3,0,68,0,0,1,"Grundskole",0,"FI"
NA,7,0,28,0,0,1,"Lang videreg?ende",1,"FI"
NA,2,0,58,1,0,1,"Erhvervsuddannelse",1,"FI"
NA,8,1,63,0,0,1,"Kort/Mellemlang videreg?ende",1,"FI"
NA,5,0,65,0,0,1,"Kort/Mellemlang videreg?ende",0,"FI"
NA,8,1,51,0,1,1,"Erhvervsuddannelse",1,"FI"
NA,8,0,73,1,0,1,"Gymnasium",0,"FI"
4,NA,0,52,1,1,0,"Erhvervsuddannelse",1,"FI"
NA,7,1,37,1,0,1,"Lang videreg?ende",1,"FI"
NA,5,0,21,0,1,1,"Erhvervsuddannelse",0,"FI"
NA,5,0,86,0,0,1,"Grundskole",0,"FI"
NA,9,1,56,1,0,1,"Kort/Mellemlang videreg?ende",1,"FI"
NA,4,1,53,0,0,1,"Erhvervsuddannelse",1,"FI"
6,8,1,30,1,0,1,"Erhvervsuddannelse",1,"FI"
NA,5,1,64,1,0,1,"Lang videreg?ende",1,"FI"
NA,6,0,78,0,0,1,"Gymnasium",0,"FI"
NA,10,0,45,1,1,1,"Erhvervsuddannelse",1,"FI"
NA,5,0,27,0,0,1,"Erhvervsuddannelse",0,"FI"
NA,4,0,80,1,0,1,"Grundskole",0,"FI"
NA,5,0,64,1,0,1,"Grundskole",0,"FI"
NA,6,1,31,1,1,1,"Lang videreg?ende",1,"FI"
NA,4,0,70,0,1,1,"Lang videreg?ende",0,"FI"
NA,5,1,40,1,0,1,"Erhvervsuddannelse",1,"FI"
NA,5,0,58,1,1,1,"Erhvervsuddannelse",1,"FI"
7,5,0,53,1,0,1,"Erhvervsuddannelse",1,"FI"
NA,8,1,71,0,0,1,"Erhvervsuddannelse",1,"FI"
8,2,1,38,1,0,1,"Erhvervsuddannelse",1,"FI"
9,5,0,46,0,0,1,"Kort/Mellemlang videreg?ende",1,"FI"
NA,8,0,50,1,1,1,"Kort/Mellemlang videreg?ende",1,"FI"
NA,6,1,33,0,1,1,"Kort/Mellemlang videreg?ende",1,"FI"
NA,4,0,54,0,0,1,"Erhvervsuddannelse",1,"FI"
NA,8,0,68,0,0,1,"Kort/Mellemlang videreg?ende",1,"FI"
NA,5,0,29,0,1,0,"Kort/Mellemlang videreg?ende",1,"FI"
NA,5,0,74,1,0,1,"Erhvervsuddannelse",0,"FI"
NA,4,0,62,0,0,1,"Kort/Mellemlang videreg?ende",1,"FI"
NA,7,1,48,0,1,1,"Kort/Mellemlang videreg?ende",1,"FI"
7,5,1,60,1,0,1,"Erhvervsuddannelse",1,"FI"
NA,5,0,31,0,0,1,"Erhvervsuddannelse",1,"FI"
NA,7,1,71,0,1,1,"Erhvervsuddannelse",1,"FI"
NA,9,1,40,0,0,1,"Erhvervsuddannelse",1,"FI"
NA,9,1,82,1,0,1,"Lang videreg?ende",0,"FI"
NA,6,0,82,0,0,1,"Kort/Mellemlang videreg?ende",0,"FI"
NA,8,0,42,1,0,1,"Lang videreg?ende",1,"FI"
NA,6,1,53,1,1,1,"Erhvervsuddannelse",0,"FI"
NA,2,0,26,0,1,1,"Erhvervsuddannelse",1,"FI"
NA,6,0,78,1,1,1,"Kort/Mellemlang videreg?ende",0,"FI"
NA,6,0,50,0,0,0,"Lang videreg?ende",1,"FI"
NA,5,1,37,1,0,1,"Erhvervsuddannelse",1,"FI"
NA,4,0,46,1,0,1,"Lang videreg?ende",1,"FI"
NA,8,1,54,1,0,1,"Erhvervsuddannelse",1,"FI"
NA,5,0,40,1,1,0,"Erhvervsuddannelse",0,"FI"
8,2,0,44,0,0,0,"Lang videreg?ende",0,"FI"
NA,4,1,46,0,0,1,"Kort/Mellemlang videreg?ende",0,"FI"
NA,8,0,72,0,1,1,"Grundskole",0,"FI"
NA,3,1,22,0,1,1,"Erhvervsuddannelse",1,"FI"
7,5,0,34,1,0,1,"Kort/Mellemlang videreg?ende",0,"FI"
NA,3,0,60,0,1,0,"Erhvervsuddannelse",1,"FI"
NA,6,1,85,1,0,1,"Grundskole",0,"FI"
NA,2,1,35,0,0,1,"Erhvervsuddannelse",1,"FI"
NA,5,0,75,1,1,1,"Erhvervsuddannelse",0,"FI"
6,5,0,27,1,0,1,"Kort/Mellemlang videreg?ende",0,"FI"
NA,7,1,70,1,0,1,"Erhvervsuddannelse",0,"FI"
NA,7,0,66,1,0,1,"Erhvervsuddannelse",0,"FI"
NA,5,0,33,1,1,0,"Erhvervsuddannelse",0,"FI"
NA,5,0,42,0,0,1,"Lang videreg?ende",1,"FI"
3,3,1,60,1,0,1,"Erhvervsuddannelse",0,"FI"
NA,NA,0,62,0,0,1,"Grundskole",0,"FI"
NA,8,1,46,1,1,1,"Lang videreg?ende",1,"FI"
NA,5,0,21,0,1,1,"Erhvervsuddannelse",0,"FI"
NA,2,0,48,0,0,1,"Erhvervsuddannelse",0,"FI"
NA,3,1,67,1,1,1,"Erhvervsuddannelse",0,"FI"
NA,8,1,53,1,1,1,"Erhvervsuddannelse",1,"FI"
6,5,1,26,0,0,1,"Gymnasium",1,"FI"
NA,3,0,30,1,0,1,"Erhvervsuddannelse",1,"FI"
NA,6,0,71,0,1,1,"Gymnasium",0,"FI"
NA,0,0,57,1,1,1,"Erhvervsuddannelse",0,"FI"
NA,6,0,67,1,0,1,"Kort/Mellemlang videreg?ende",0,"FI"
NA,5,1,68,1,1,1,"Erhvervsuddannelse",0,"FI"
NA,8,0,70,0,0,1,"Kort/Mellemlang videreg?ende",0,"FI"
NA,5,0,71,0,1,1,"Grundskole",0,"FI"
7,9,1,53,0,0,1,"Erhvervsuddannelse",1,"FI"
NA,8,1,17,0,1,1,"Grundskole",0,"FI"
9,4,0,16,0,1,1,"Gymnasium",0,"FI"
NA,8,1,17,0,0,1,"Gymnasium",0,"FI"
NA,6,1,28,0,1,1,"Kort/Mellemlang videreg?ende",1,"FI"
NA,4,1,47,0,0,0,"Kort/Mellemlang videreg?ende",1,"FI"
NA,8,0,36,0,0,0,"Erhvervsuddannelse",1,"FI"
NA,5,0,78,0,0,1,"Erhvervsuddannelse",1,"FI"
NA,8,0,60,1,0,1,"Erhvervsuddannelse",1,"FI"
NA,3,0,20,0,1,1,"Erhvervsuddannelse",0,"FI"
NA,3,0,40,1,0,1,"Kort/Mellemlang videreg?ende",1,"FI"
NA,2,0,41,1,0,1,"Kort/Mellemlang videreg?ende",1,"FI"
NA,NA,1,50,0,0,1,"Erhvervsuddannelse",1,"FI"
7,5,1,17,0,0,1,"Gymnasium",0,"FI"
NA,5,0,56,0,0,1,"Kort/Mellemlang videreg?ende",1,"FI"
NA,10,0,80,1,0,1,"Gymnasium",0,"FI"
NA,4,1,69,0,0,1,"Erhvervsuddannelse",0,"FI"
NA,0,0,68,0,1,1,"Kort/Mellemlang videreg?ende",0,"FI"
NA,6,0,62,1,0,1,"Erhvervsuddannelse",1,"FI"
NA,4,1,21,0,1,1,"Kort/Mellemlang videreg?ende",0,"FI"
NA,6,1,42,0,1,1,"Lang videreg?ende",1,"FI"
NA,8,0,77,0,0,1,"Kort/Mellemlang videreg?ende",0,"FI"
NA,8,0,80,1,0,1,"Grundskole",0,"FI"
NA,5,1,26,0,0,1,"Erhvervsuddannelse",1,"FI"
NA,3,0,26,0,1,1,"Erhvervsuddannelse",0,"FI"
NA,9,0,90,0,0,1,"Gymnasium",0,"FI"
NA,7,0,57,0,1,1,"Kort/Mellemlang videreg?ende",0,"FI"
8,7,0,57,0,0,0,"Kort/Mellemlang videreg?ende",1,"FI"
8,NA,0,31,1,1,0,"Lang videreg?ende",0,"FI"
NA,4,0,50,1,1,1,"Lang videreg?ende",1,"FI"
NA,NA,1,39,1,0,1,"Erhvervsuddannelse",1,"FI"
7,7,0,70,1,0,1,"Lang videreg?ende",0,"FI"
NA,2,1,32,0,1,1,"Kort/Mellemlang videreg?ende",1,"FI"
NA,8,0,17,0,1,1,"Gymnasium",0,"FI"
NA,7,0,47,0,0,1,"Lang videreg?ende",1,"FI"
NA,0,1,34,0,1,1,"Lang videreg?ende",1,"FI"
NA,7,1,54,1,0,1,"Kort/Mellemlang videreg?ende",1,"FI"
NA,3,0,23,0,0,1,"Erhvervsuddannelse",1,"FI"
NA,5,1,19,0,0,1,"Erhvervsuddannelse",1,"FI"
8,7,1,63,0,1,1,"Grundskole",0,"FI"
NA,9,1,52,0,0,1,"Erhvervsuddannelse",1,"FI"
NA,5,0,82,0,0,1,"Grundskole",0,"FI"
NA,5,1,18,0,1,1,"Grundskole",0,"FI"
NA,8,1,48,1,0,1,"Kort/Mellemlang videreg?ende",1,"FI"
NA,4,1,54,1,0,1,"Erhvervsuddannelse",1,"FI"
NA,3,0,89,0,1,1,"Erhvervsuddannelse",0,"FI"
9,3,1,36,0,1,1,"Kort/Mellemlang videreg?ende",1,"FI"
NA,1,1,81,1,0,1,"Grundskole",0,"FI"
NA,2,1,74,1,1,1,"Erhvervsuddannelse",0,"FI"
NA,7,1,72,1,1,1,"Lang videreg?ende",0,"FI"
6,2,0,40,0,1,1,"Kort/Mellemlang videreg?ende",1,"FI"
NA,2,1,69,0,0,1,"Erhvervsuddannelse",0,"FI"
NA,4,0,37,1,0,1,"Lang videreg?ende",1,"FI"
4,5,0,89,0,0,1,"Grundskole",0,"FI"
NA,9,0,64,1,1,1,"Kort/Mellemlang videreg?ende",0,"FI"
NA,7,1,56,1,0,1,"Erhvervsuddannelse",0,"FI"
NA,8,0,45,1,1,1,"Lang videreg?ende",1,"FI"
NA,7,0,67,1,1,1,"Kort/Mellemlang videreg?ende",0,"FI"
NA,7,1,71,1,1,1,"Kort/Mellemlang videreg?ende",0,"FI"
NA,7,0,63,1,0,1,"Kort/Mellemlang videreg?ende",1,"FI"
NA,7,0,72,0,1,1,"Grundskole",0,"FI"
NA,4,1,79,1,0,1,"Grundskole",0,"FI"
7,7,1,40,1,0,1,"Kort/Mellemlang videreg?ende",1,"FI"
NA,6,1,70,1,0,1,"Gymnasium",0,"FI"
NA,5,1,46,1,0,1,"Erhvervsuddannelse",1,"FI"
NA,5,0,36,1,0,1,"Erhvervsuddannelse",1,"FI"
NA,9,0,52,0,0,1,"Lang videreg?ende",1,"FI"
NA,5,0,29,0,0,1,"Erhvervsuddannelse",1,"FI"
NA,6,0,58,1,0,1,"Grundskole",1,"FI"
5,5,1,81,0,0,1,"Grundskole",0,"FI"
NA,8,1,25,1,0,1,"Kort/Mellemlang videreg?ende",1,"FI"
NA,7,1,58,1,0,1,"Lang videreg?ende",1,"FI"
NA,8,0,75,0,1,1,"Grundskole",0,"FI"
NA,9,1,25,0,1,0,"Lang videreg?ende",1,"FI"
NA,8,1,54,1,1,1,"Lang videreg?ende",1,"FI"
NA,5,0,46,1,0,1,"Erhvervsuddannelse",0,"FI"
NA,5,1,45,0,1,1,"Erhvervsuddannelse",0,"FI"
NA,7,1,23,0,1,1,"Erhvervsuddannelse",1,"FI"
NA,3,0,19,0,1,1,"Erhvervsuddannelse",1,"FI"
NA,5,0,73,0,0,1,"Grundskole",0,"FI"
NA,2,0,79,0,0,1,"Erhvervsuddannelse",0,"FI"
NA,5,1,34,1,0,1,"Gymnasium",1,"FI"
NA,NA,1,32,1,0,1,"Erhvervsuddannelse",1,"FI"
NA,7,0,52,1,0,1,"Kort/Mellemlang videreg?ende",1,"FI"
NA,7,0,68,0,0,1,"Grundskole",0,"FI"
NA,4,1,68,1,0,1,"Grundskole",0,"FI"
5,5,0,18,0,0,1,"Gymnasium",0,"FI"
NA,NA,0,15,0,0,0,"Grundskole",0,"FI"
NA,10,0,53,1,0,1,"Lang videreg?ende",1,"FI"
NA,7,0,54,0,0,1,"Kort/Mellemlang videreg?ende",0,"FI"
NA,4,0,30,1,1,1,"Lang videreg?ende",1,"FI"
NA,7,0,60,0,0,1,"Lang videreg?ende",1,"FI"
NA,8,0,66,0,0,1,"Erhvervsuddannelse",0,"FI"
NA,8,1,62,1,0,1,"Kort/Mellemlang videreg?ende",1,"FI"
NA,3,1,22,0,0,1,"Erhvervsuddannelse",1,"FI"
NA,6,0,41,0,1,1,"Kort/Mellemlang videreg?ende",1,"FI"
NA,6,1,29,0,1,1,"Lang videreg?ende",1,"FI"
8,5,0,31,0,1,0,"Erhvervsuddannelse",1,"FI"
NA,2,0,53,1,1,1,"Kort/Mellemlang videreg?ende",1,"FI"
9,NA,1,15,0,0,1,"Grundskole",0,"FI"
NA,5,0,74,1,1,1,"Erhvervsuddannelse",0,"FI"
NA,5,1,24,0,1,1,"Erhvervsuddannelse",1,"FI"
NA,3,1,77,0,1,1,"Erhvervsuddannelse",0,"FI"
NA,4,0,38,0,1,1,"Lang videreg?ende",1,"FI"
7,5,0,58,0,0,1,"Erhvervsuddannelse",1,"FI"
NA,5,1,73,0,0,1,"Erhvervsuddannelse",0,"FI"
NA,8,1,62,0,1,1,"Erhvervsuddannelse",1,"FI"
NA,2,0,30,0,0,1,"Kort/Mellemlang videreg?ende",1,"FI"
NA,6,0,49,1,1,1,"Lang videreg?ende",1,"FI"
NA,6,0,63,0,1,1,"Lang videreg?ende",1,"FI"
NA,8,0,56,1,0,1,"Erhvervsuddannelse",1,"FI"
7,5,0,49,1,0,0,"Erhvervsuddannelse",0,"FI"
NA,5,1,40,1,0,1,"Kort/Mellemlang videreg?ende",1,"FI"
NA,5,0,66,0,0,1,"Kort/Mellemlang videreg?ende",0,"FI"
NA,2,0,20,0,0,1,"Erhvervsuddannelse",1,"FI"
NA,7,0,60,1,1,1,"Kort/Mellemlang videreg?ende",1,"FI"
NA,5,1,84,1,0,1,"Erhvervsuddannelse",0,"FI"
NA,5,0,68,1,0,1,"Erhvervsuddannelse",0,"FI"
NA,7,1,23,0,1,1,"Erhvervsuddannelse",1,"FI"
NA,7,0,29,0,0,1,"Erhvervsuddannelse",0,"FI"
NA,4,1,71,1,0,1,"Grundskole",0,"FI"
NA,0,1,79,0,0,1,"Grundskole",0,"FI"
NA,8,1,27,0,1,1,"Lang videreg?ende",0,"FI"
NA,7,1,59,1,0,1,"Erhvervsuddannelse",1,"FI"
NA,7,1,66,1,0,1,"Lang videreg?ende",0,"FI"
